localKey,ms_record_file_location,ms_level_uri,unique_xpath,author_position_in_sequence,author_text_node,author_uri_current,author_uri_consolidated,msItem_xml-id,locus_start,title_text_node,rubric,incipit,explicit,finalRubric,status,asignee,syriaca_notes,wright_catalogue_location,wright_entry_roman_numeral,shelf_mark,parent_item,,,,,,,,,,,,,false positive
http://syriaca.org/manuscript/279|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author,/data/tei/279.xml,http://syriaca.org/manuscript/279,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author,1,Gregory of Nazianzus,http://syriaca.org/person/511,http://syriaca.org/person/511,a1,2b,"The first part of the works of Gregory Nazianzen, translated by the abbat Paul",,,,ܫܠ̣ܡ ܠܡ̣ܟܬܒ ܦܠ̣ܓܘܬܐ ܩܕܡܝܬܐ ܕܡ̈ܐܡܪܐ ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܬܐܘܠܘܓܘܣ܇ ܐܦܝܣܩܘܦܐ ܕܢܐܙܝܢܙܘ. ܫܢ̣ܬ ܐܠܦܐ ܘܡܐܐ ܘܚܕܐ. ܒܕܐܠܟܣܢܕܪܘܣ. ܒܬܡܘܙ ܝܪܚܐ. ܐܢܕܩܛܝܘܢܐ̣. ܕܐܢܛܐ: ♰ : ܫܘܒܚܐ ܠܐܒܐ ܘܠܒܪܐ ܘܠܪܘܚܐ ܩܕܝܫܐ̣ ܠܥܠܡܝܢ̇ ܐܡܝܢ : ♰ :,ready to ingest,Alexys Ahn,,II:434-436,DLVIII,Add MS 14548,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/28|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author,/data/tei/28.xml,http://syriaca.org/manuscript/28,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author,1,Gregory of Nazianzus,http://syriaca.org/person/511,http://syriaca.org/person/511,a1,1,The first volume of the works of Gregory Theologus of Nazianzus,ܦܠܓܘܬܐ ܩܕܡܝܬܐ ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܬܐܘܠܘܓܘܣ,,,ܫܠܡ ܠܡܟ̣ܬܒ ܦܠܓܘܬܐ ܩܕܡܝܬܐ ܕܟܬܒܐ ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܡ̇ܡܠܠ ܐܠܗ̈ܝܬܐ ܐܦܝܣܩܘܦܐ ܕܐܢܙܝܢܙܘ.,ready to ingest,Alexys Ahn,,II:423-428,DLV,Add MS 12153,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/280|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/author,/data/tei/280.xml,http://syriaca.org/manuscript/280,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/author,1,Gregory of Nazianzus,http://syriaca.org/person/511,http://syriaca.org/person/511,b1,1,"The second part of the works of Gregory Nazianzen, translated by the abbat Paul , comprising 17 discourses (from ܠܐ to ܡܙ )",,,,ܫܠܡ ܠܡܟܬܒ ܦܠܓܘܐ ܐܚܪܝܬܐ ܕܟܬܒܐ ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܐܦܝܣܩܦܐ ܕܐܢܙܝܢܙܘ܀,ready to ingest,Alexys Ahn,,II:428-431,DLVI,Add MS 14549,"""The second part of the works of Gregory Nazianzen, translated by the abbat Paul , with select epistles of Basil and Gregory Nazianzen and the Confession of Faith of John, Bishop of Tellā or Constantina"". Foll. 1-226",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/280|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/author[2],/data/tei/280.xml,http://syriaca.org/manuscript/280,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/author[2],2,Gregory of Nazianzus,http://syriaca.org/person/511,http://syriaca.org/person/511,b2,206b,Select epistles of Basil and Gregory Nazianzen,ܐܓܪ̈ܬܐ ܕܩܕܝܫܐ ܒܣܝܠܝܘܣ ܘܓܪܝܓܪܝܘܣ ܬܐܘܠܘܓܘܣ,,,ܫܠܡ ܐܓܪ̈ܬܐ ܕܩܕܝܫܐ ܒܣܝܠܝܣ ܘܓܪܝܓܪܝܣ,ready to ingest,Alexys Ahn,,II:428-431,DLVI,Add MS 14549,"""The second part of the works of Gregory Nazianzen, translated by the abbat Paul , with select epistles of Basil and Gregory Nazianzen and the Confession of Faith of John, Bishop of Tellā or Constantina"". Foll. 1-226",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/281|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[3]/author,/data/tei/281.xml,http://syriaca.org/manuscript/281,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[3]/author,1,Gregory of Nazianzus,http://syriaca.org/person/511,http://syriaca.org/person/511,b3,81a,"Discourse on the life of Gregory Thaumaturgus , ascribed in this manuscript to Gregory Nazianzen.",ܩܘܠܣܐ ܕܥܒܝܕ ܠܛܘܒܢܐ ܓܪܓܪܣ ܐܦܣܩܦܐ ܕܐܢܙܢܙܘ ܥܠ ܩܕܝܫܐ ܓܪܓܪܣ ܐܦܣܩܦܐ ܕܢܐܩܣܪܝܐ.,,,,ready to ingest,Alexys Ahn,,II:443-444,DLXIV,Add MS 14550,"Gregory of Nyssa. ""Writings of Gregory Nyssen"". Foll. 1b-100",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/281|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/author,/data/tei/281.xml,http://syriaca.org/manuscript/281,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/author,1,Gregory of Nazianzus,http://syriaca.org/person/511,http://syriaca.org/person/511,a2,100a,Writings of Gregory Nazianzen,,,,,ready to ingest,Alexys Ahn,,II:443-444,DLXIV,Add MS 14550,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/773|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[9]/author,/data/tei/773.xml,http://syriaca.org/manuscript/773,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[9]/author,1,Gregory of Nazianzus Gregory,http://syriaca.org/person/511,http://syriaca.org/person/511,c15,108b,The reply of Gregory to Basil|Ep. IV,ܬܘܒ ܕܓܪܝܓܘܪܝܘܣ ܠܘܬܗ ܕܒܣܝܠܝܣ ܪܚܡܗ,,,,ready to ingest,Alexys Ahn,,12:52,DCCXXXII,Add MS 17144,"""Letters of Basil and Gregory"". Foll. 96-115",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/773|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[10]/author,/data/tei/773.xml,http://syriaca.org/manuscript/773,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[10]/author,1,Gregory of Nazianzus Gregory,http://syriaca.org/person/511,http://syriaca.org/person/511,c16,109b,Letter of Gregory to Basil|Ep. V,ܬܘܒ ܕܠܘܬ ܒܣܝܠܝܘܣ ܕܝܠܗ ܕܓܪܓܘܪܝܘܣ,,,,ready to ingest,Alexys Ahn,,12:52,DCCXXXII,Add MS 17144,"""Letters of Basil and Gregory"". Foll. 96-115",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/773|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[3]/author,/data/tei/773.xml,http://syriaca.org/manuscript/773,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[3]/author,1,Gregory of Nazianzus Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b3,115b,Extracts from funeral discourses of Gregory Nazianzen,,,,,ready to ingest,Alexys Ahn,,12:52,DCCXXXII,Add MS 17144,"""Various writings of Basil and Gregory Nazianzen"". Foll. 1a-142",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/773|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[5]/author,/data/tei/773.xml,http://syriaca.org/manuscript/773,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[5]/author,1,Gregory of Nazianzus Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b5,142b,A discourse of Gregory Nazianzen on those who are tried or afflicted,ܡܐܡܪܐ ܕܐܡ̣ܝܪ ܠܓܪܝܓܘܪܝܘܣ ܡܡܠܠ ܐܠܗ̈ܝܬܐ ܕܥܠ ܡ̈ܢܣܝܐ,,,,ready to ingest,Alexys Ahn,,12:52,DCCXXXII,Add MS 17144,"""Various writings of Basil and Gregory Nazianzen"". Foll. 1a-142",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/281|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,/data/tei/281.xml,http://syriaca.org/manuscript/281,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,1,Gregory of Nyssa,http://syriaca.org/person/512,http://syriaca.org/person/512,a1,1b,Writings of Gregory Nyssen,,,,,ready to ingest,Alexys Ahn,,II:443-444,DLXIV,Add MS 14550,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/389|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/author,/data/tei/389.xml,http://syriaca.org/manuscript/389,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/author,1,Gregory of Nyssa,http://syriaca.org/person/512,http://syriaca.org/person/512,p1a1,1a,Fragments of the Commentary of Gregory Nyssen on the Song of Songs,ܦܘܫܩܐ ܕܬܫܒܚܬ ܬܫܒܚ̈ܬܐ ܕܩܕܝܫܐ ܓܪܝܓܘܪܝܣ,,,,ready to ingest,Alexys Ahn,,II:445,DLXV,Add MS 14635 foll. 1-4,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/40|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/author,/data/tei/40.xml,http://syriaca.org/manuscript/40,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/author,1,Gregory of Nyssa,http://syriaca.org/person/512,http://syriaca.org/person/512,p5a1,305,"The Discourse of Gregory Nyssen on the death of Meletius , bishop of Antioch",ܡܐܡܪܐ ܕܥܠ ܡ̇ܘܬܗ ܕܩܕܝܫܐ ܡܝܠܝܛܘܣ ܐܦܣܩܦܐ ܕܐܢܛܝܟܝܐ̣. ܕܬܪܓܡ ܛܘܒܢܐ ܓܪܝܓܪܝܘܣ ܐܦܝܣܩܘܦܐ ܕܢܘܣܐ̣. ܩܕܡ ܣܘܢܗܕܣ ܕܡܐܐ ܘܚܡܫܝ̣ܢ ܒܩܘܣܛܢܛܝܢܐ ܦܘܠܝܣ,,,,ready to ingest,Alexys Ahn,,II:445,DLXVI,Add MS Add MS 12163 foll. 305-311,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/70|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[12]/author,/data/tei/70.xml,http://syriaca.org/manuscript/70,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[12]/author,1,Gregory ofCaesareainCappadocia,,http://syriaca.org/person/2798,b12,130a,Life of Gregory Nazianzen,ܬܘܒ ܬܫܥܝܬܐ ܐܘܟܝܬ ܕܘܒ̇ܪ ܚ̈ܝܐ. ܕܓܪܝܓܘܪܝܘܣ ܬܐܘܠܘܓܘܣ. ܐܦܝܣܩܘܦܐ ܕܢ̇ܐܙܝܢܙܘ. ܕܐܡ̣ܝܪܐ ܠܓܪܝܓܘܪܝܘܣ ܩܐܣܪܳܝܐ܇ ܕܡܢ ܩܐܦܐܕܘܩܝܐ.,,ܕܝܠܢ ܓܝܪ ܐܝܬܝܗ̇ ܬܒ̣ܥܬܐ. ܐ̇ܢܐ ܐ̇ܦܪܘܥ ܐܡ̇ܪ ܡܪܝܐ,,ready to ingest,Alexys Ahn,,III:1123-1139,DCCCCLX,"Add MS 12,174","""Lives of Saints and Fathers of the Church"". Foll. 1a-452",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/1085|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/msItem[2]/author,/data/tei/1085.xml,http://syriaca.org/manuscript/1085,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/msItem[2]/author,1,Gregory Thaumaturgus,http://syriaca.org/person/513,http://syriaca.org/person/513,p5b2,34b,A discourse of Gregory Thaumaturgus on the Annunciation of the Virgin,ܡܐܡܪܐ ܕ܏ܩܕ ܓܪܝܓܘܪܝܘܣ ܥ̇ܒܕ ܬܕܡܪ̈ܬܐ: ܕܥܠ ܣܘܒܪܗ̇ ܕܝ̇ܠܕܬ ܐܠܗܐ,,,,ready to ingest,Alexys Ahn,,II:885-886,DCCCXLVII,Add MS 17267 foll. 34-49,"""Various Festal Homilies"". Foll. 34a-49",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/209|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[3]/author[2],/data/tei/209.xml,http://syriaca.org/manuscript/209,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[3]/author[2],2,Gregory Thaumaturgus,http://syriaca.org/person/513,http://syriaca.org/person/513,c5,10b,Homily of John Chrysostom,ܬܘܪܓܡܐ ܕܩܕܝܫܐ ܡܪܝ ܐܝܘܐܢܝܣ ܕܥܠ ܣܘܒܪܗ̇ ܕܝܠܕܬ ܐܠܗܐ ܡܪܝܡ,,,,ready to ingest,Alexys Ahn,,1:240-243,CCCVI,Add MS 14515,"""The Annunciation of the blessed Virgin of Ephraim"". Foll. 6a-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/209|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[6]/msItem[2]/author[2],/data/tei/209.xml,http://syriaca.org/manuscript/209,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[6]/msItem[2]/author[2],2,Gregory Thaumaturgus,http://syriaca.org/person/513,http://syriaca.org/person/513,c15,64b,Homily of John Chrysostom generally ascribed to Gregory Thaumaturgus,ܕܥܠ ܥܡ̇ܕܗ ܕܡܪܢ ܕܒܝܘܪܕܢܢ ܢܗܪܐ,,,,ready to ingest,Alexys Ahn,,1:240-243,CCCVI,Add MS 14515,"""The Epiphany"". Foll. 56b-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/333|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/author,/data/tei/333.xml,http://syriaca.org/manuscript/333,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/author,1,Gregory Thaumaturgus,http://syriaca.org/person/513,http://syriaca.org/person/513,a4,110b,Writings of Gregory Thaumaturgus,,,,,ready to ingest,Alexys Ahn,,II:648-651,DCCXXX,Add MS 14597,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/348|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/author[1],/data/tei/348.xml,http://syriaca.org/manuscript/348,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/author[1],1,Gregory Thaumaturgus,http://syriaca.org/person/513,http://syriaca.org/person/513,a3,50a,"Testimonies from the writings of Gregory Thaumaturgus, ܓܪܝܓܪܝܘܣ ܐܦܝܣܩܦܐ ܕܢܐܩܣܪܝܐ , Basil , John Chrysostom , and Proclus , read at the Council of Ephesus",ܣܗܕܘܬܐ ܕܡܢ ܐܒ̈ܗܬܐ ܕܐܬܩܪ̈ܝ ܒܐܦܝܣܣ,,,ܫܠܡ ܠܡܟܬܒ ܟܪ̈ܣܝܣ ܕܐܒ̈ܗܬܐ,ready to ingest,Alexys Ahn,,2:638-639,DCCXXVIII,Add MS 14610,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/54|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[22]/author,/data/tei/54.xml,http://syriaca.org/manuscript/54,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[22]/author,1,Gregory Thaumaturgus,http://syriaca.org/person/513,http://syriaca.org/person/513,p2b22,246b,"To Philagrius , concerning the consubstantial",ܬܘܒ ܡܐܡܪܐ ܕܩܕܝܫܐ ܓܪܝܓܘܪܝܘܣ ܥܒ̇ܕ ܬܕܡܪ̈ܬܐ̣. ܕܠܘܬ ܦܠܐܓܪܝܘܣ̣ ܡܛܠ ܒܪ ܐܝܬܘܬܐ܀ ܣ̇ܓܝ ܡܬܕܡܪܢܐ ܒܟ̇. ܘܝܬܝܪܐܝܬ ܬܡ̇ܗ ܐ̣ܢܐ ܒܥܝܪܘܬܐ ܕܢܦܫܟ̇. ܐܝܟܢܐ ܒܬܐܘܪ̈ܝܣ ܕܐܝܟ ܗܟܢܐ ܘܒܒܥܬܐ ܕܗܢܐ ܟܠܗ ܪ̣ܒܐ̇. ܥܠ̣ܬܐ ܣܐܡ ܐܢܬ ܠܢ ܒܫܘܐ̈ܠܐ ܚܬ̈ܝܬܐ ܠܐܢܢܩܐ ܕܢܐܡܪ̈. ܏ܘܫ,,,,ready to ingest,Alexys Ahn,,II:746-752,DCCLXXIV,Add MS 12170 foll. 136-276,"Cyril of Alexandria. ""An extract from Cyril of Alexandria"". Foll. 147b-147b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/614|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/msItem[2]/author,/data/tei/614.xml,http://syriaca.org/manuscript/614,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/msItem[2]/author,1,Gregory Thaumaturgus,http://syriaca.org/person/513,http://syriaca.org/person/513,p1b2,4b,On the Annunciation of the Virgin,ܡܐܡܪܐ ܕܥܠ ܣܘܒܪܐ ܕܝܠܕܬ ܐܠܗܐ ܡܐܪܝܡ. ܕܩܕܝܫܐ ܓܪܝܓܘܪܝܘܣ ܥܒ̇ܕ ܬܕ̈ܡܪܬܐ,,,,ready to ingest,Alexys Ahn,,2:827-828,DCCCXIV,Add MS 14725 foll. 1-95,"""A collection of Festal Homilies by several authors"". Foll. 2b-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/754|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[8]/author,/data/tei/754.xml,http://syriaca.org/manuscript/754,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[8]/author,1,Gregory Thaumaturgus,http://syriaca.org/person/513,http://syriaca.org/person/513,b9,77a,"h. The Creed of Gregory Thaumaturgus , sent to him from God by the hand of S. John the Evangelist and the Virgin Mary , and handed down by Gregory Nazianzen",ܬܘܒ ܪܐܙܐ ܕܗܝܡܢܘܬܐ ܕܐܫܬܕܪܬ ܡܢ ܐܠܗܐ ܠܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܥܒ̇ܕ ܬܕܡܪ̈ܬܐ ܐܦܝܣܩܘܦܐ ܕܢܐܘܩܣܪܝܐ. ܒܝܕ ܝܘܚܢܢ ܐܘܢܓܠܣܛܐ̣ ܥܡ ܝܠܕܬ ܐܠܗܐ ܡܪܝܡ. ܐܬܐܡܪܬ ܕܝܢ ܒܝܕ ܬܫܥܝܬܐ̣. ܡܢ ܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܬܐܠܘܓܘܣ. ܡ̈ܠܝܗ̇ ܕܝܢ ܕܗ̇ܝ ܡܠܦܢܘܬܐ ܕܪܐܙܐ ܐܝܬܝܗܝ̣ܢ ܗܠܝܢ. ܐܡ̇ܪ ܐܢܫ ܡܗ̇ܝܡܢ ܐܢ̣ܐ ܀ ܚܕ ܐܠܗܐ ܐܒܘܗܝ ܕܡܠܬܐ ܚ̇ܝܐ̣. ܘܕܚܟܡܬܐ ܩܢܘܡܝܬܐ ܕܐܝܬܘܗܝ ܚܝܠܗ ܘܨܠܡܗ ܡ̇ܫܠܡܢܐ ܕܗ̇ܘ ܝ̇ܠܘܕܐ ܡ̇ܫܠܡܢܐ. ܏ܘܫ,,,,ready to ingest,Alexys Ahn,,1:123-125,CLXXV,Add MS 17125,"""2. The Canticles"". Foll. -",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/313|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[20]/author,/data/tei/drafts/313.xml,http://syriaca.org/manuscript/313,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[20]/author,1,Gregory Thaumaturgus,513,http://syriaca.org/person/513,b20,84b,A short extract from Gregory Thaumaturgus,"ܕܓܪܝܓܪܝܣ ܥܒ̇ܕ ܬܕܡ̈ܪܬܐ, viz. ܗܠܝܢ ܬܒ̇ܥ ܐܠܗܐ ܡܢ ܒܪܢܫܐ. ܟܪܣܛܝܢܐ. ܗܝܡܢܘܬܐ ܫܪܝܪܬܐ. ܡ̣ܢ ܢܦܫܐ. ܘܫܪܪܐ ܡ̣ܢ ܠܫܢܐ. ܘܕܟܝܘܬܐ ܡ̣ܢ ܦܓܪܐ",,,,ready to ingest,Alexys Ahn,,2:784-788,DCCXCIII,Add MS 14577,"""Selections and extracts from various authors"". Foll. 2b-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/351|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[2]/author,/data/tei/351.xml,http://syriaca.org/manuscript/351,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[2]/author,1,Gregory the monk,http://syriaca.org/person/21,http://syriaca.org/person/21,p1a2,107a,Extract from the discourse of Gregory the monk concerning the brethren who dwell in cells,ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܝܚܝܕܝܐ ܡܢ ܡܐܡܪܐ ܕܥܠ ܐܚ̈ܐ ܕܒܩ̈ܠܝܬܐ,ܐܝܟܢܐ ܕܡܠܚܐ ܡܩܢܝܐ ܛܥܡܐ ܗܢܝ ܠܚܟܐ̇. ܠܟܠܗܘܢ ܬܘܩ̈ܢܐ ܕܢܦܠܐ ܒܗܘܢ̣. ܗܟܢܐ ܘܐܦ ܡܟܝܟܘܬܐ ܕܒܝܬ ܡܪܢ̣. ܡܩܢܝܐ ܚܝܠܐ ܠܟܠܗܝܢ ܡܝܬܪ̈ܬܐ ܐܝܠܝܢ ܕܒܗ̇ ܡܬܦ̈ܠܚܢ. ܏ܘܫ.,,,ready to ingest,Alexys Ahn,,2:810-815,DCCCVI,"Add. MS 14,613, upper text",,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/40|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/msItem[4]/author,/data/tei/40.xml,http://syriaca.org/manuscript/40,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/msItem[4]/author,1,Gregory the Monk,,http://syriaca.org/person/21,p4b4,240b,Selections from the writings of Gregory the monk,ܫ̈ܪܒܐ ܡܘܬܪ̈ܢܐ: ܡܢ ܟܬܒܐ ܕܓܪܝܓܪܝܘܣ ܝܚܝܕܝܐ,,,,ready to ingest,Alexys Ahn,,II:835-836,DCCCXIX,Add MS 12163 foll. 225-304,""""". Foll. 225a-304b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/629|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/author,/data/tei/629.xml,http://syriaca.org/manuscript/629,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/author,1,Gregory the Monk,http://syriaca.org/person/21,http://syriaca.org/person/21,p3a3,157a,Extracts from the writings of Gregory the monk,ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܝܚܝܕܝܐ,,,ܫ̣ܠܡ ܗ̇ܘ ܡܕܡ ܕܡ̇ܟܢܫ ܠܢ. ܡܢ ܟܬܒܐ ܕܓܪܝܓܪܝܘܣ ܝܚܝܕܝܐ. ܕܥܠ ܦܘܠܚܢܐ ܕܡܝܬܪ̈ܬܐ܀.,ready to ingest,Alexys Ahn,,2:874-876,DCCCXXXIX,"Add MS 14729, foll. 124-192",,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/629|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[1]/author,/data/tei/629.xml,http://syriaca.org/manuscript/629,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[1]/author,1,Gregory the Monk,http://syriaca.org/person/21,http://syriaca.org/person/21,p3b5,157a,"On the exercise of the virtues, and on the calling of the soul by God.",ܥܠ ܦܘܠܚܢܐ ܕܡܝܬܪ̈ܬܐ ܘܥܠ ܩ̇ܪܝܬܐ ܕܢ̈ܦܫܬܐ ܕܗ̇ܘܝܐ ܡܢ ܐܠܗܐ,,,,ready to ingest,Alexys Ahn,,2:874-876,DCCCXXXIX,"Add MS 14729, foll. 124-192","Gregory the Monk. ""Extracts from the writings of Gregory the monk"". Foll. 157a-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/629|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[2]/author,/data/tei/629.xml,http://syriaca.org/manuscript/629,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[2]/author,1,Gregory the Monk,http://syriaca.org/person/21,http://syriaca.org/person/21,p3b6,158b,On the renunciation of the world.,ܥܠ ܪܚܘܼܩܝܐ ܕܡܢ ܥܠܡܐ,,,,ready to ingest,Alexys Ahn,,2:874-876,DCCCXXXIX,"Add MS 14729, foll. 124-192","Gregory the Monk. ""Extracts from the writings of Gregory the monk"". Foll. 157a-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/629|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[3]/author,/data/tei/629.xml,http://syriaca.org/manuscript/629,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[3]/author,1,Gregory the Monk,http://syriaca.org/person/21,http://syriaca.org/person/21,p3b7,163a,On the demon of melancholy,ܥܠ ܕܝܘܐ ܕܥܩܬܐ,,,,ready to ingest,Alexys Ahn,,2:874-876,DCCCXXXIX,"Add MS 14729, foll. 124-192","Gregory the Monk. ""Extracts from the writings of Gregory the monk"". Foll. 157a-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/629|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[4]/author,/data/tei/629.xml,http://syriaca.org/manuscript/629,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[4]/author,1,Gregory the Monk,http://syriaca.org/person/21,http://syriaca.org/person/21,p3b8,164b,To the brethren in the cell,ܠܘܬ ܐܚ̈ܐ ܕܒܩܠܝܬܐ,,,,ready to ingest,Alexys Ahn,,2:874-876,DCCCXXXIX,"Add MS 14729, foll. 124-192","Gregory the Monk. ""Extracts from the writings of Gregory the monk"". Foll. 157a-",,,,,,,,,,,,,FALSE
